Year,Area,Street,Street 2,Strange HTML
2012,Solihull,Widneyí«Lane/í«Blossomfieldí«tennisí«club,Widney Lane/ Blossomfield tennis club,
2012,Sandwell,Abrahamí«Darbyí«Publicí«House,Abraham Darby Public House,
2012,Sandwell," Allí«Saintsí«Way,í«Westí«bromwich"," All Saints Way, West bromwich",
2012,Sandwell,arcadianí«ŒŠí_Œí«birmingham,arcadian ŒŠí_Œ birmingham,
2012,Sandwell,arcadianí«ŒŠí_Œí«birmingham,arcadian ŒŠí_Œ birmingham,
2012,Sandwell,asdaí«greatí«bridge,asda great bridge,
2012,Sandwell,bearwoodí«Highí«Street,bearwood High Street,
2012,Sandwell,Bearwoodí«highí«street,Bearwood high street,
2012,Sandwell,Bearwoodí«Highí«Street,Bearwood High Street,
2012,Sandwell,Bearwoodí«rd,Bearwood rd,
2012,Sandwell,Bearwoodí«road,Bearwood road,
2012,Sandwell,Bearwoodí«Road,Bearwood Road,
2012,Sandwell," Betí«Fred,í«Duchessí«Park,í«Westí«Bromwich"," Bet Fred, Duchess Park, West Bromwich",
2012,Sandwell," BetFred,í«Westí«Bromwich"," BetFred, West Bromwich",
2012,Sandwell,Bhamí«streetí«stourbridge,Bham street stourbridge,
2012,Sandwell," Birchí«Road,í«Oldbury"," Birch Road, Oldbury",
2012,Sandwell,Blackheathí«housingí«office,Blackheath housing office,
2012,Sandwell," Bourneí«Avenue,í«Tipton"," Bourne Avenue, Tipton",
2012,Sandwell,bridgeí«st,bridge st,
2012,Sandwell,Bridgnorthí«Rd,Bridgnorth Rd,
2012,Sandwell,Brookí«ST,Brook ST,
2012,Sandwell,Burntree,Burntree,
2012,Sandwell,capeí«hill,cape hill,
2012,Sandwell," Cartersí«Green,í«Westí«Bromwich"," Carters Green, West Bromwich",
2012,Sandwell," Cartersí«Green,í«Westí«Bromwich"," Carters Green, West Bromwich",
2012,Sandwell," Cartersí«Green,í«Westí«Bromwich"," Carters Green, West Bromwich",
2012,Sandwell,Causewayí«Rowley,Causeway Rowley,
2012,Sandwell," Chapelí«Street,í«Oldbury"," Chapel Street, Oldbury",
2012,Sandwell," Chipí«shop,í«greatí«bridgeí«tipton"," Chip shop, great bridge tipton",
2012,Sandwell,Churchí«Streetí«Oldí«Hill,Church Street Old Hill,
2012,Sandwell,Churchí«streetí«Oldbury,Church street Oldbury,
2012,Sandwell," Churchí«street,í«oldbury"," Church street, oldbury",
2012,Sandwell,clairmintí«roadí«smethwick,clairmint road smethwick,
2012,Sandwell,Claremontí«Roadí«Smethwick,Claremont Road Smethwick,
2012,Sandwell,cliffordí«road,clifford road,
2012,Sandwell," Collinsí«Street,í«Westí«Bromwich"," Collins Street, West Bromwich",
2012,Sandwell," Collinsí«Street,í«Westí«Bromwich"," Collins Street, West Bromwich",
2012,Sandwell,Cumberlandí«Roadí«Wednesbury,Cumberland Road Wednesbury,
2012,Sandwell,Delvilleí«Terrace,Delville Terrace,
2012,Sandwell,Desií«Marslaí«Westí«Bromwich,Desi Marsla West Bromwich,
2012,Sandwell,Dilshadí«Restaurantí«Oldburyí«Roadí«Blackheath,Dilshad Restaurant Oldbury Road Blackheath,
2012,Sandwell,Dudleyí«Road,Dudley Road,
2012,Sandwell,dudleyí«roadí«east,dudley road east,
2012,Sandwell,Dudleyí«Roadí«Eastí«Tividale,Dudley Road East Tividale,
2012,Sandwell," Edwardí«Street,í«Westí«Bromwich"," Edward Street, West Bromwich",
2012,Sandwell," Elmí«Treeí«Way,í«Cradleyí«Heath"," Elm Tree Way, Cradley Heath",
2012,Sandwell,Forgeí«Lane,Forge Lane,
2012,Sandwell,Frontí«Officeí«Smethwick,Front Office Smethwick,
2012,Sandwell,grangeí«Roadí«Cradley,grange Road Cradley,
2012,Sandwell," gregoryí«avenue,í«Weoleyí«Castle"," gregory avenue, Weoley Castle",
2012,Sandwell,H/A,H/A,
2012,Sandwell,Habberlyí«Road,Habberly Road,
2012,Sandwell,Hagleyí«Roadí«West,Hagley Road West,
2012,Sandwell,Haigí«Street,Haig Street,
2012,Sandwell," halesowení«Road,í«Cradley"," halesowen Road, Cradley",
2012,Sandwell,HANNOVERí«ROAD,HANNOVER ROAD,
2012,Sandwell," Hanoverí«Road,í«Rowleyí«regis"," Hanover Road, Rowley regis",
2012,Sandwell,Harborneí«Storesí«Harborne,Harborne Stores Harborne,
2012,Sandwell,Harborneí«Storesí«Harborne,Harborne Stores Harborne,
2012,Sandwell,Hargateí«Armsí«Publicí«House,Hargate Arms Public House,
2012,Sandwell," Hasburyí«PH,í«Halesowen"," Hasbury PH, Halesowen",
2012,Sandwell," Hasburyí«PH,í«Halesowen"," Hasbury PH, Halesowen",
2012,Sandwell," Hasburyí«PH,í«Halesowen"," Hasbury PH, Halesowen",
2012,Sandwell,HENDERSONí«WAY,HENDERSON WAY,
2012,Sandwell,HERMITí«STREET,HERMIT STREET,
2012,Sandwell,highí«stí«smethwick,high st smethwick,
2012,Sandwell,highí«stí«WB,high st WB,
2012,Sandwell,HIGHí«STí«WESTí«BROM,HIGH ST WEST BROM,
2012,Sandwell,highí«stí«westí«bromwich,high st west bromwich,
2012,Sandwell,Highí«Streetí«Smethwick,High Street Smethwick,
2012,Sandwell,highí«streetí«wednesbury,high street wednesbury,
2012,Sandwell,Highí«Streetí«Westí«Bromwich,High Street West Bromwich,
2012,Sandwell,Highí«Streetí«Wollaston.,High Street Wollaston.,
2012,Sandwell," Highí«Street,í«Smethwick"," High Street, Smethwick",
2012,Sandwell," Highí«Street,í«Smethwick"," High Street, Smethwick",
2012,Sandwell," Highí«Street,í«Wednesbury"," High Street, Wednesbury",
2012,Sandwell," Highí«Street,í«Westí«Bromwich"," High Street, West Bromwich",
2012,Sandwell," Highí«Street,í«Westí«Bromwich"," High Street, West Bromwich",
2012,Sandwell," Highí«Street,í«Westí«Bromwich"," High Street, West Bromwich",
2012,Sandwell," Highí«Street,í«Westí«Bromwich"," High Street, West Bromwich",
2012,Sandwell," Highí«Street,í«Westí«Bromwich."," High Street, West Bromwich.",
2012,Sandwell,Highí«Streetmí«Westí«Brom,High Streetm West Brom,
2012,Sandwell," Hillí«Top,í«Westí«Bromwich"," Hill Top, West Bromwich",
2012,Sandwell,Holidayí«Inní«Oldbury,Holiday Inn Oldbury,
2012,Sandwell,Holidayí«Inní«Oldbury,Holiday Inn Oldbury,
2012,Sandwell,Hollyí«lane,Holly lane,
2012,Sandwell,Horseleyí«Heath,Horseley Heath,
2012,Sandwell,horsleyí«heathí«road,horsley heath road,
2012,Sandwell,Johnsoní«Road,Johnson Road,
2012,Sandwell,Kingí«streetí«Dudley,King street Dudley,
2012,Sandwell,Knightsí«Questí«Blackheath,Knights Quest Blackheath,
2012,Sandwell,lakesideí«PHí«carí«park,lakeside PH car park,
2012,Sandwell,Littletoní«Streetí«Westí«Bromwich,Littleton Street West Bromwich,
2012,Sandwell,londonderryí«lane,londonderry lane,
2012,Sandwell,londonderryí«rd,londonderry rd,
2012,Sandwell,Longí«Lane,Long Lane,
2012,Sandwell," Mallení«Stí«,í«Oldbury"," Mallen St , Oldbury",
2012,Sandwell," Marketí«Place,í«Dudley"," Market Place, Dudley",
2012,Sandwell,Mcdonaldsí«Greatí«Bridge,Mcdonalds Great Bridge,
2012,Sandwell,Millí«Hillí«Smethwick,Mill Hill Smethwick,
2012,Sandwell,MILLFIELDSí«ROAD,MILLFIELDS ROAD,
2012,Sandwell,Moorí«Street,Moor Street,
2012,Sandwell,Mooreí«Street,Moore Street,
2012,Sandwell," Newtoní«Rd,í«Greatí«Barr"," Newton Rd, Great Barr",
2012,Sandwell," Nimthí«Road,í«Dudley"," Nimth Road, Dudley",
2012,Sandwell," Nimthí«Road,í«Dudley"," Nimth Road, Dudley",
2012,Sandwell," Nimthí«Road,í«Dudley"," Nimth Road, Dudley",
2012,Sandwell," Nimthí«Road,í«Dudley"," Nimth Road, Dudley",
2012,Sandwell," Nimthí«Road,í«Dudley"," Nimth Road, Dudley",
2012,Sandwell," Nimthí«Road,í«Dudley"," Nimth Road, Dudley",
2012,Sandwell," Nimthí«Road,í«Dudley"," Nimth Road, Dudley",
2012,Sandwell," Nimthí«Road,í«Dudley"," Nimth Road, Dudley",
2012,Sandwell," Nimthí«Road,í«Dudley"," Nimth Road, Dudley",
2012,Sandwell," Nimthí«Road,í«Dudley"," Nimth Road, Dudley",
2012,Sandwell," Nimthí«Road,í«Dudley"," Nimth Road, Dudley",
2012,Sandwell," O/Sí«Hotelí«Denara,í«í«Bearwood"," O/S Hotel Denara,  Bearwood",
2012,Sandwell,Oldí«chapelí«rd,Old chapel rd,
2012,Sandwell,Oldburyí«Road,Oldbury Road,
2012,Sandwell,Oldburyí«Roadí«Oldbury,Oldbury Road Oldbury,
2012,Sandwell,Peaksí«Road,Peaks Road,
2012,Sandwell," Poundí«Road,í«Oldbury"," Pound Road, Oldbury",
2012,Sandwell," Poundí«Road,í«Oldbury"," Pound Road, Oldbury",
2012,Sandwell," powkeí«Lane,í«Oldbury"," powke Lane, Oldbury",
2012,Sandwell,Powysí«ave,Powys ave,
2012,Sandwell,Pritchardí«Close,Pritchard Close,
2012,Sandwell," Queensí«Road,í«Smethwick"," Queens Road, Smethwick",
2012,Sandwell," Raglandí«Road,í«Smethwick"," Ragland Road, Smethwick",
2012,Sandwell,Reformí«Way,Reform Way,
2012,Sandwell,Regentí«Courtí«Smethwick,Regent Court Smethwick,
2012,Sandwell," Regentí«Road,í«Tividale"," Regent Road, Tividale",
2012,Sandwell,rolfí«streetí«station,rolf street station,
2012,Sandwell," Royalí«Chicken,í«Horsleyí«Heath"," Royal Chicken, Horsley Heath",
2012,Sandwell,Samsoní«andí«Lioní«Pub,Samson and Lion Pub,
2012,Sandwell,sandwellí«hospital,sandwell hospital,
2012,Sandwell,Schoolí«St,School St,
2012,Sandwell,schoolí«street,school street,
2012,Sandwell,sedgleyí«roadí«west,sedgley road west,
2012,Sandwell,sedgleyí«roadí«west,sedgley road west,
2012,Sandwell,shaftsburyí«street,shaftsbury street,
2012,Sandwell,Slaterí«Streetí«Greatí«Bridge,Slater Street Great Bridge,
2012,Sandwell,southí«bankí«road,south bank road,
2012,Sandwell," Sponí«Lane,í«Westí«Bromwich"," Spon Lane, West Bromwich",
2012,Sandwell,Stí«Michealsí«Streetí«Westí«Brom,St Micheals Street West Brom,
2012,Sandwell,stoneí«street,stone street,
2012,Sandwell,Stourbridgeí«Highí«Street,Stourbridge High Street,
2012,Sandwell,Stourbridgeí«Road,Stourbridge Road,
2012,Sandwell,STUARTí«ROADí«ŒŠí_Œí«ROWLEYí«REGIS,STUART ROAD ŒŠí_Œ ROWLEY REGIS,
2012,Sandwell,Tameí«Rd,Tame Rd,
2012,Sandwell," Tescoí«Express,í«Sellyí«Oak"," Tesco Express, Selly Oak",
2012,Sandwell,tescosí«burntree,tescos burntree,
2012,Sandwell,theí«legends,the legends,
2012,Sandwell,upperí«highí«street,upper high street,
2012,Sandwell,vicarageí«roadí«smethwick,vicarage road smethwick,
2012,Sandwell," Victoriaí«Park,í«Tipton"," Victoria Park, Tipton",
2012,Sandwell,Victoriaí«Suiteí«Wimdmillí«Lane,Victoria Suite Wimdmill Lane,
2012,Sandwell,Walsallí«Road,Walsall Road,
2012,Sandwell,Walterí«Stí«Westí«bromwich,Walter St West bromwich,
2012,Sandwell,Walterí«Streetí«Westí«Bromwich,Walter Street West Bromwich,
2012,Sandwell,Waterlooí«Road,Waterloo Road,
2012,Sandwell,westí«bromí«highí«street,west brom high street,
2012,Sandwell,Westí«Bromí«Highí«Street,West Brom High Street,
2012,Sandwell,Westí«Bromí«Highí«Street,West Brom High Street,
2012,Sandwell,Westí«Bromwichí«Policeí«station,West Bromwich Police station,
2012,Sandwell,westí«bromwichí«policeí«statiopn,west bromwich police statiopn,
2012,Sandwell,WESTí«PARKí«WOLVERHAMPTON,WEST PARK WOLVERHAMPTON,
2012,Sandwell,windmillí«lane,windmill lane,
2012,Sandwell,Windmillí«Lane,Windmill Lane,
2012,Sandwell,Windmillí«Lane,Windmill Lane,
2012,Walsall,Abelwellí«Stí«Walsall,Abelwell St Walsall,
2012,Walsall,Abelwellí«Streetí«Walsall,Abelwell Street Walsall,
2012,Walsall,Ablewellí«Street,Ablewell Street,
2012,Walsall," ABLEWELLí«STREET,í«WALSALL"," ABLEWELL STREET, WALSALL",
2012,Walsall," ABLEWELLí«STREET,í«WALSALL"," ABLEWELL STREET, WALSALL",
2012,Walsall," ablewellí«street,í«walsall"," ablewell street, walsall",
2012,Walsall,abuí«bakaí«carí«parkí«wednesburyí«road,abu baka car park wednesbury road,
2012,Walsall,barí«sportí«bridgeí«st,bar sport bridge st,
2012,Walsall,BARONSí«COURTí«HOTEL,BARONS COURT HOTEL,
2012,Walsall," Beatoní«close,willenhall"," Beaton close,willenhall",
2012,Walsall,bentleyí«lane,bentley lane,
2012,Walsall,Bentleyí«lane,Bentley lane,
2012,Walsall,Bentleyí«Lane,Bentley Lane,
2012,Walsall,Bilstoní«Street,Bilston Street,
2012,Walsall,Bilstoní«Street,Bilston Street,
2012,Walsall,Bilstoní«Street,Bilston Street,
2012,Walsall,birminghamí«rdí«walsall,birmingham rd walsall,
2012,Walsall,Blowwichí«road,Blowwich road,
2012,Walsall,Bloxwichí«Laneí«North,Bloxwich Lane North,
2012,Walsall,bloxwichí«road,bloxwich road,
2012,Walsall,bloxwichí«road,bloxwich road,
2012,Walsall,Bloxwichí«Road,Bloxwich Road,
2012,Walsall," Blueí«Lane,í«Walsall"," Blue Lane, Walsall",
2012,Walsall,Bradfordí«í«Place,Bradford  Place,
2012,Walsall,Bradfordí«Place,Bradford Place,
2012,Walsall,Bradfordí«Place,Bradford Place,
2012,Walsall,Bradfordí«place,Bradford place,
2012,Walsall,Bradfordí«Placeí«Walsall,Bradford Place Walsall,
2012,Walsall,bradfordí«placeí«walsall,bradford place walsall,
2012,Walsall,Bradfordí«Placeí«Walsall,Bradford Place Walsall,
2012,Walsall," Bradfordí«Place,í«Walsall"," Bradford Place, Walsall",
2012,Walsall," Bradfordí«Place,í«Walsall"," Bradford Place, Walsall",
2012,Walsall," Bradfordí«Place,í«Walsall"," Bradford Place, Walsall",
2012,Walsall," Bradfordí«Place,í«Walsall"," Bradford Place, Walsall",
2012,Walsall," Bradfordí«Place,í«Walsall"," Bradford Place, Walsall",
2012,Walsall," Bradfordí«Place,í«Walsallí«Towní«centre"," Bradford Place, Walsall Town centre",
2012,Walsall,Bradfordí«Street,Bradford Street,
2012,Walsall,Bradfordí«Street,Bradford Street,
2012,Walsall,Bradfordí«Streetí«Walsall,Bradford Street Walsall,
2012,Walsall," Bradfordí«Street,í«Walsall"," Bradford Street, Walsall",
2012,Walsall," Bradfordí«Street,í«Walsall"," Bradford Street, Walsall",
2012,Walsall," Bradfordí«street,Walsall"," Bradford street,Walsall",
2012,Walsall,Bridgeí«St,Bridge St,
2012,Walsall,Bridgeí«Stí«Walsall,Bridge St Walsall,
2012,Walsall,bridgeí«Stí«Walsall,bridge St Walsall,
2012,Walsall," Bridgeí«St,í«Walsall"," Bridge St, Walsall",
2012,Walsall," Bridgeí«St,í«Walsall"," Bridge St, Walsall",
2012,Walsall,Bridgeí«street,Bridge street,
2012,Walsall,Bridgeí«Street,Bridge Street,
2012,Walsall,Bridgeí«Street,Bridge Street,
2012,Walsall,Bridgeí«Street,Bridge Street,
2012,Walsall,Bridgeí«Street,Bridge Street,
2012,Walsall,Bridgeí«Street,Bridge Street,
2012,Walsall,Bridgeí«Street,Bridge Street,
2012,Walsall,Bridgeí«street,Bridge street,
2012,Walsall,Bridgeí«Street,Bridge Street,
2012,Walsall,Bridgeí«Street,Bridge Street,
2012,Walsall,Bridgeí«street,Bridge street,
2012,Walsall,Bridgeí«Streetí«Walsall,Bridge Street Walsall,
2012,Walsall,bridgeí«Streetí«Walsall,bridge Street Walsall,
2012,Walsall,Bridgeí«Streetí«Walsall,Bridge Street Walsall,
2012,Walsall,bridgeí«streetí«walsall,bridge street walsall,
2012,Walsall,bridgeí«Streetí«Walsall,bridge Street Walsall,
2012,Walsall,Bridgeí«streetí«walsall,Bridge street walsall,
2012,Walsall,BRIDGEí«STREETí«WALSALLí«TOWNí«CENTRE,BRIDGE STREET WALSALL TOWN CENTRE,
2012,Walsall," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,Walsall," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,Walsall," bridgeí«street,í«walsall"," bridge street, walsall",
2012,Walsall," bridgeí«street,í«walsall"," bridge street, walsall",
2012,Walsall," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,Walsall," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,Walsall," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,Walsall," bridgeí«street,í«walsall"," bridge street, walsall",
2012,Walsall," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,Walsall," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,Walsall," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,Walsall," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,Walsall," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,Walsall," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,Walsall," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,Walsall," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,Walsall," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,Walsall," Bridgeí«Street,í«Walsall"," Bridge Street, Walsall",
2012,Walsall," Bridgeí«Street,Walsall"," Bridge Street,Walsall",
2012,Walsall," Bridgeí«Street,Walsall"," Bridge Street,Walsall",
2012,Walsall," Bridgeí«street,Walsall"," Bridge street,Walsall",
2012,Walsall," BRIDGEí«STREET,WALSALLí«TOWNí«CENTRE"," BRIDGE STREET,WALSALL TOWN CENTRE",
2012,Walsall,Broadí«Meddowsí«Road,Broad Meddows Road,
2012,Walsall," Broadwayí«North,í«Walsall"," Broadway North, Walsall",
2012,Walsall," Busí«Station,í«Stí«Paul's,í«Walsall"," Bus Station, St Paul's, Walsall",
2012,Walsall," Busí«Station,í«Stí«Pauls,í«Walsall."," Bus Station, St Pauls, Walsall.",
2012,Walsall,Calderfieldsí«Golfí«Club,Calderfields Golf Club,
2012,Walsall,Cambridgeí«PH,Cambridge PH,
2012,Walsall," Cambridgeí«PH,í«Arundelí«St"," Cambridge PH, Arundel St",
2012,Walsall,Cannockí«Road,Cannock Road,
2012,Walsall,cannockí«Roadí«Willenhall,cannock Road Willenhall,
2012,Walsall," Carí«parkí«Shireí«Oakí«Publicí«House,í«Chesterí«Road,í«Brownhills"," Car park Shire Oak Public House, Chester Road, Brownhills",
2012,Walsall," Carí«Park,í«Shireí«Oakí«PH,í«Lichfieldí«Rd"," Car Park, Shire Oak PH, Lichfield Rd",
2012,Walsall,Castleí«st,Castle st,
2012,Walsall," Cemetaryí«Rd,í«Willenhall"," Cemetary Rd, Willenhall",
2012,Walsall," Churchí«Road,í«Pelsall"," Church Road, Pelsall",
2012,Walsall,Churchfieldí«avenueí«tipton,Churchfield avenue tipton,
2012,Walsall,Collinwoodí«Drive,Collinwood Drive,
2012,Walsall," colthomí«road,í«willenhall"," colthom road, willenhall",
2012,Walsall," CORALí«Bookmakers,í«Highí«Street,í«Smethwick"," CORAL Bookmakers, High Street, Smethwick",
2012,Walsall," CORALí«Bookmakers,í«Smethwickí«Highí«Street."," CORAL Bookmakers, Smethwick High Street.",
2012,Walsall," CORALí«Bookmakers,í«Smethwickí«Highí«Street."," CORAL Bookmakers, Smethwick High Street.",
2012,Walsall," CORALí«Bookmakers,í«Smethwickí«Highí«Street."," CORAL Bookmakers, Smethwick High Street.",
