"Year","Area","Street","Street.2","Strange.HTML"
2012,"","Pool Meadow Bus Station","pool meadow bus station",""
2012,"","Pool Meadow Bus Station   Coventry ","Pool Meadow Bus Station , Coventry.",""
2012,"","Pool Meadow Bus Station ","Pool Meadow Bus Station.",""
2012,"","Pool Meadow Police Station  Coventry","Pool Meadow Police Station, Coventry",""
2012,"","Primrose Hill St Coventry","primrose hill st Coventry",""
2012,"","Primrose Hill St","Primrose Hill St",""
2012,"","Primrose Hill St","Primrose Hill St",""
2012,"","Primrose Hill St","primrose hill street",""
2012,"","Priory Hall","Priory Hall",""
2012,"","Quarry Wood Grove","Quarry Wood Grove",""
2012,"","Quinton Rd","Quinton Rd",""
2012,"","Raglan St","raglan street",""
2012,"","Ramada Hotel","Ramada hotel",""
2012,"","Rear Of Clique  Hale St","Rear of Clique, Hale St",""
2012,"","Rear Yard  Coventry Central Police Station","Rear Yard, Coventry Central Police Station",""
2012,"","Ricoh Arena","Ricoh Arena",""
2012,"","Ricoh Arena","Ricoh Arena",""
2012,"","Riley Square","riley square",""
2012,"","Ringway Queens","ringway queens",""
2012,"","Roseberry Ave  Coventry","Roseberry Ave, Coventry",""
2012,"","Samuel Vale House  St Nicholas St","Samuel Vale House, St Nicholas St",""
2012,"","Samuel Vale House  St Nicholas St","Samuel Vale House, St Nicholas St",""
2012,"","Sewall Highway","Sewall Highway",""
2012,"","Sewell Highway","Sewell Highway",""
2012,"","Sky Dome","sky dome",""
2012,"","Sky Dome","sky dome",""
2012,"","Sky Dome","sky dome",""
2012,"","Sky Dome","sky dome",""
2012,"","Sky Dome","sky dome",""
2012,"","Sky Dome","Sky Dome",""
2012,"","Sky Dome  Coventry","Sky Dome, Coventry",""
2012,"","Skydome","Skydome",""
2012,"","Skydome","Skydome",""
2012,"","Skydome","Skydome",""
2012,"","Skydome Carpark","Skydome carpark",""
2012,"","Skydome Carpark","Skydome carpark",""
2012,"","Skydome Carpark","Skydome carpark",""
2012,"","Skydome Complex","Skydome Complex",""
2012,"","Skydome Complex","Skydome Complex",""
2012,"","Skydome Complex","skydome complex",""
2012,"","Skydome Complex","skydome complex",""
2012,"","Skydome Concourse","Skydome concourse",""
2012,"","Skydome Concourse","Skydome Concourse",""
2012,"","Skydome Concourse","Skydome concourse",""
2012,"","Skydome Concourse","Skydome Concourse",""
2012,"","Skydome Concourse","skydome concourse",""
2012,"","Skydome Concourse","skydome concourse",""
2012,"","Skydome Concourse","Skydome concourse",""
2012,"","Skydome Concourse  Coventry ","Skydome Concourse ,Coventry.",""
2012,"","Skydome Concourse  Coventry ","Skydome Concourse ,Coventry.",""
2012,"","Skydome Concourse  Coventry City Centre","Skydome concourse, Coventry city centre",""
2012,"","Skydome Concourse  Coventry ","Skydome Concourse, Coventry.",""
2012,"","Skydome Concourse ","Skydome concourse.",""
2012,"","Skydome Coventry","skydome Coventry",""
2012,"","Somerset Rd","Somerset Rd",""
2012,"","Spon St Coventry","spon st Coventry",""
2012,"","Spon St","Spon St",""
2012,"","Spon St","Spon St",""
2012,"","Spon St","Spon St",""
2012,"","Spon St","Spon St",""
2012,"","Spon St","spon street",""
2012,"","Spon St   Coventry ","Spon St , Coventry.",""
2012,"","Spon St  Coventry","Spon St, Coventry",""
2012,"","Spon St  Coventry","Spon St, Coventry",""
2012,"","Spon St  Coventry","Spon St, Coventry",""
2012,"","St Patricks Rd","St Patricks Rd",""
2012,"","St Thomas Rd  Longford  Coventry","st thomas road, longford, coventry",""
2012,"","Station Square  Coventry","Station Square, Coventry",""
2012,"","Station Square  Coventry","Station Square, Coventry",""
2012,"","Station Square  Coventry","Station Square, Coventry",""
2012,"","Stoney  Stanton Rd","Stoney  Stanton rd",""
2012,"","Stoney Stanton Rd","stoney stanton road",""
2012,"","Stoney Stanton Rd","stoney stanton road",""
2012,"","Stoney Stanton Rd","stoney stanton road",""
2012,"","Stoney Stanton Rd","stoney stanton road",""
2012,"","Stoney Stanton Rd","stoney stanton road",""
2012,"","Tamworth Rd","tamworth road",""
2012,"","Tanyard Close  Tanyard Farm  Coventry ","Tanyard Close ,Tanyard Farm ,Coventry.",""
2012,"","Tarquin Close","Tarquin Close",""
2012,"","Taxi Rank Train Station Coventry","Taxi rank train station coventry",""
2012,"","The Burges","The Burges",""
2012,"","The Burgess","The Burgess",""
2012,"","The Burgess","The Burgess",""
2012,"","The Butts","The Butts",""
2012,"","The Castle Pub  Little Park St  Coventry ","The Castle Pub, Little Park St ,Coventry.",""
2012,"","The Chesils","The Chesils",""
2012,"","The Flying Standard Public House","The Flying Standard Public House",""
2012,"","The Grapes Ph O S","The Grapes ph o/s",""
2012,"","Trafalgar  House","Trafalgar  House",""
2012,"","Trinity St","Trinity St",""
2012,"","Trinity St","Trinity St",""
2012,"","Trinity St","Trinity St",""
2012,"","Trinity St","Trinity St",""
2012,"","Uhcw","UHCW",""
2012,"","University Hospital","University hospital",""
2012,"","University Hospital Coventry","University Hospital Coventry",""
2012,"","Unniversity Hospital  Coventry","Unniversity Hospital, Coventry",""
2012,"","Upper Spon St","Upper Spon St",""
2012,"","Victoria St","Victoria street",""
2012,"","Wallace Rd","Wallace Rd",""
2012,"","Walsgrave Hospital ","Walsgrave Hospital.",""
2012,"","Walsgrave Rd","walsgrave Rd",""
2012,"","Walsgrave Rd","Walsgrave Rd",""
2012,"","Warwick Rd","Warwick Rd",""
2012,"","Warwick Row Coventry","warwick row coventry",""
2012,"","West Ave","West Ave",""
2012,"","Willenhall Ln","wILLENHALL laNE",""
2012,"","Willenhall Ln","wILLENHALL laNE",""
2012,"","Windsor St","Windsor St",""
2012,"","Windsor St","Windsor St",""
2012,"","Winsor St","Winsor St",""
2012,"","Woodway Ln  Coventry ","Woodway Ln ,Coventry.",""
2012,"","Wyken Croft","Wyken Croft",""
2012,"","Yardley St","Yardley St",""
2012,"Dudley","Hagley Rd  Halesowen","Hagley road  Halesowen",""
2012,"","Bachelor Close","Bachelor Close",""
2012,"","Bearwood Rd   Bearwood","Bearwood Rd , Bearwood",""
2012,"","Bell St  Stourbridge","Bell St, Stourbridge",""
2012,"","Bhan Rd ","bhan Rd,",""
2012,"","Bhps Front Office","BHPS Front Office",""
2012,"","Birmingham New Rd","Birmingham New Rd",""
2012,"","Birmingham St  Stourbridge","Birmingham St, Stourbridge",""
2012,"","Birmingham St  Stourbridge","Birmingham St, Stourbridge",""
2012,"","Bridfgnorth Rd  Stourbridge","Bridfgnorth Rd, Stourbridge",""
2012,"","Brierley Hill High St","Brierley Hill High St",""
2012,"","Bus Station Dudley","Bus station Dudley",""
2012,"","Bus Station  Merry Hill Centre","Bus station, Merry Hill Centre",""
2012,"","Castle Hill  Dudley","Castle Hill, Dudley",""
2012,"","Castle Hill  Dudley","Castle Hill, Dudley",""
2012,"","Charles Ave","Charles Ave",""
2012,"","Church St  B Hill","Church St, B hill",""
2012,"","Church St  Stourbridge","Church St, Stourbridge",""
2012,"","Cinder Bank Dudley","Cinder Bank Dudley",""
2012,"","Clifton Ph Sedgley","Clifton PH Sedgley",""
2012,"","Clydesdale Tower","clydesdale tower",""
2012,"","Cobden St","Cobden St",""
2012,"","Corbett Crescent Stourbridge","Corbett Crescent Stourbridge",""
2012,"","Coventry St","coventry street",""
2012,"","Delph Rd  B Hill","Delph Rd, B Hill",""
2012,"","Dingle Rd Dudley","dingle road dudley",""
2012,"","Dudley Bus Station","Dudley Bus station",""
2012,"","Dudley High St","dudley high street",""
2012,"","Dudley Police Station","Dudley police station",""
2012,"","Envill St   Stourbridge","Envill St , Stourbridge",""
2012,"","Enville St Stourbridge","Enville St Stourbridge",""
2012,"","Front Office Brierley Hill Police Station","front office brierley hill police station",""
2012,"","Gaimage St","Gaimage St",""
2012,"","Hagley Rd","hagley road",""
2012,"","Hagley Rd Stourbridge","Hagley Rd Stourbridge",""
2012,"","Halesowen Bus Station","Halesowen bus station",""
2012,"","Halesowen Bus Station","Halesowen bus station",""
2012,"","Halesowen Police Station","Halesowen police station",""
2012,"","Hall St Dudley","Hall street Dudley",""
2012,"","Harvester  Hagley Rd","harvester, hagley road",""
2012,"","High  St   Brierley Hill","High  St , Brierley Hill",""
2012,"","High St Bhill","high st bhill",""
2012,"","High St Dudley","High St Dudley",""
2012,"","High St Stourbridge","high st stourbridge",""
2012,"","High St Stourbridge","high st stourbridge",""
2012,"","High St  B Hill","High St, B Hill",""
2012,"","High St  Lye","High St, Lye",""
2012,"","High St  Stourbridge","High St, Stourbridge",""
2012,"","High St  Stourbridge","High St, Stourbridge",""
2012,"","High St  Stourbridge","High St, Stourbridge",""
2012,"","High St  Stourbridge","High St, Stourbridge",""
2012,"","High St  Stourbridge","High St, Stourbridge",""
2012,"","High St  Stourbridge","High St, Stourbridge",""
2012,"","High St  Stourbridge","High St, Stourbridge",""
2012,"","High St  Stourbridge","High St, Stourbridge",""
2012,"","High St","high street",""
2012,"","High St","high street",""
2012,"","High St","High street",""
2012,"","High St","High street",""
2012,"","High St","High street",""
2012,"","High St   Stourbridge","HIgh St , Stourbridge",""
2012,"","High St   Stourbridge","High St , Stourbridge",""
2012,"","High St   Stourbridge","High St , Stourbridge",""
2012,"","High St Brierley Hill","High St Brierley Hill",""
2012,"","High St Brierley Hill","high street brierley hill",""
2012,"","High St Brierley Hill","high street brierley hill",""
2012,"","High St Stourbridge","High St stourbridge",""
2012,"","High St Stourbridge","high street stourbridge",""
2012,"","High St Stourbridge","high street stourbridge",""
2012,"","High St Stourbridge","High St Stourbridge",""
2012,"","High St Stourbridge","High St Stourbridge",""
2012,"","High St  Dudley","High St, Dudley",""
2012,"","High St  Lye","High St, Lye",""
2012,"","High St  Lye ","High St, Lye.",""
2012,"","High St  Stourbridge","High St, Stourbridge",""
2012,"","High St  Stourbridge","High St, Stourbridge",""
2012,"","High St  Stourbridge","High St, Stourbridge",""
2012,"","High St  Stourbridge","High St, Stourbridge",""
2012,"","Highland Rd  Dudley","Highland Rd, Dudley",""
2012,"","Hill St  Brierley Hill","Hill St, Brierley Hill",""
2012,"","Hillside Rd","Hillside Rd",""
2012,"","Home Address","Home address",""
2012,"","Level St   Brierley Hill","Level street , Brierley hill",""
2012,"","Lye High St","lye high street",""
2012,"","Malvern Crescent","Malvern Crescent",""
2012,"","Market St  Kford","Market St, Kford",""
2012,"","Merry Hill","merry hill",""
2012,"","New St","New St",""
2012,"","New St Dudley","new st dudley",""
2012,"","New St Dudley","new st dudley",""
2012,"","New St  Dudley","New St, Dudley",""
2012,"","North St  Dudley","North St, Dudley",""
2012,"","Norton Rd","Norton Rd",""
2012,"","Oakfield Rd Wollescote","Oakfield road Wollescote",""
2012,"","Os Bhps","OS BHPS",""
2012,"","Overend Rd","overend rd",""
2012,"","Park Rd Netherton","park road netherton",""
2012,"","Pedmore Rd Lye","Pedmore Rd,Lye",""
2012,"","Quarry Bank High St","Quarry Bank High St",""
2012,"","Queens Way Halesowen","queens way halesowen",""
2012,"","Springfield Rd  Blackheath","Springfield Rd, Blackheath",""
2012,"","St Michaels St West Bromwich","St Michaels St West Bromwich",""
2012,"","Stourbridge High St","Stourbridge High ST",""
2012,"","Stourbridge High St","Stourbridge high street",""
2012,"","Stourbridge High St","stourbridge high street",""
2012,"","Stourbridge High St","Stourbridge High St",""
2012,"","Stourbridge High St","stourbridge high street",""
2012,"","Stourbridge High St","Stourbridge High St",""
2012,"","Stourbridge Town Centre","Stourbridge town centre",""
2012,"","Sunderland Drive Amblecote","sunderland drive amblecote",""
2012,"","Sunderland Drive Amblecote","sunderland drive amblecote",""
2012,"","Sunderland Drive Amblecote","sunderland drive amblecote",""
2012,"","Sunderland Drive Amblecote","sunderland drive amblecote",""
2012,"","The Forge  Cradley Heath","The Forge, Cradley Heath",""
2012,"","Tower St  Dudley","Tower st, Dudley",""
2012,"","Tower St  Dudley","Tower St, Dudley",""
2012,"","Trident Centre  Dudley","Trident centre, Dudley",""
2012,"","Wolverhampton St Dudley","Wolverhampton St Dudley",""
2012,"","Worcester St  Stourbridge","Worcester St, Stourbridge",""
2012,"","Worcester St  Stourbridge","Worcester St, Stourbridge",""
2012,"","Worcester St  Stourbridge","Worcester St, Stourbridge",""
2012,"","Worcester St  Stourbridge","Worcester St, Stourbridge",""
2012,"","Worcester St  Stourbridge","Worcester St, Stourbridge",""
2012,"Solihull","Anchor Ln","Anchor Ln",""
2012,"","Apres Solihull Town Centre","Apres Solihull Town Centre",""
2012,"","Aspen Dr Cwtc","Aspen Dr CWTC",""
2012,"","Bham International","Bham International",""
2012,"","Bham International","Bham International",""
2012,"","Bhx","BHX",""
2012,"","Bhx","BHX",""
2012,"","Bhx","bhx",""
2012,"","Bhx        Terminal 1","BHX Â‰Ã›Âê Terminal 1",""
2012,"","Birch Croft","Birch Croft",""
2012,"","Birmingham Airport","birmingham airport",""
2012,"","Birmingham International  Airport","Birmingham International  Airport",""
2012,"","Blossomfield Rd  Solihull","Blossomfield Rd, Solihull",""
2012,"","Boldmere Gate","Boldmere Gate",""
2012,"","Bosworth Drive","bosworth drive",""
2012,"","Bp Warwick Rd Olton","bp warwick rd olton",""
2012,"","Bradford Rd  Castle Brom","Bradford Rd, Castle Brom",""
2012,"","Burges","burges",""
2012,"","Burges","burges",""
2012,"","Campden Green","Campden Green",""
2012,"","Chapelhouse Rd","chapelhouse rd",""
2012,"","Chester Rd","chester rd",""
2012,"","Chester Rd","chester rd",""
2012,"","Chester Rd","chester rd",""
2012,"","Chester Rd  Castlebromwich","Chester Rd, Castlebromwich",""
2012,"","Chester Rd  Kingshurst","chester road, kingshurst",""
2012,"","Churchill Rd  Solihull","Churchill Rd, Solihull",""
2012,"","Clopton Crescent","Clopton Crescent",""
2012,"","Clopton Crescent","Clopton Crescent",""
2012,"","Cooks Ln  Chelmsley Wood","cooks lane, chelmsley wood",""
2012,"","Drury Ln","drury lane",""
2012,"","Drury Ln  Solihull ","Drury Ln ,Solihull.",""
2012,"","Farthings Ph   Green Ln","Farthings PH   Green Ln",""
2012,"","Forth Drive  Chelmsley Wood","Forth Drive, Chelmsley Wood",""
2012,"","Glebe Rd  Solihull","glebe road, solihull",""
2012,"","Green Ln   Shirley","Green lane , Shirley",""
2012,"","Greville Pub  Solihull  Birmingham","Greville Pub, Solihull, Birmingham",""
2012,"","Harvester Pub Solihull","harvester pub solihull",""
2012,"","Heaton Rd Solihull","heaton rd solihull",""
2012,"","Helmsford Drive","helmsford Drive",""
2012,"","Helmswood Drive","Helmswood Drive",""
2012,"","High St Knowle","High St Knowle",""
2012,"","High St Solihull","high st solihull",""
2012,"","High St Solihull","high st solihull",""
2012,"","High St Solihull","High St Solihull",""
2012,"","High St Solihull","High St Solihull",""
2012,"","High St  Solihull","High St, Solihull",""
2012,"","High St  Solihull","high st, solihull",""
2012,"","High St  Solihull","High St, Solihull",""
2012,"","High St","High St",""
2012,"","High St","High St",""
2012,"","High St","High St",""
2012,"","High St","High St",""
2012,"","High St","High St",""
2012,"","High St  Os Hogs Head","High street  OS Hogs Head",""
2012,"","High St   Solihull","High St , Solihull",""
2012,"","High St Solihull","High St Solihull",""
2012,"","High St Solihull","High St Solihull",""
2012,"","High St Solihull","High St Solihull",""
2012,"","High St  Solihull","high street, solihull",""
2012,"","Homer Rd","Homer Rd",""
2012,"","Homer Rd","homer road",""
2012,"","Homer Rd Solihull","homer road solihull",""
2012,"","Hurst Ln North J W Green Ln","Hurst Ln north J/W Green Ln",""
2012,"","Kilcote Rd  Shirley","Kilcote Rd, Shirley",""
2012,"","Knowle Park","Knowle Park",""
2012,"","Lode Ln  Solihull  Birmingham","Lode Ln, Solihull, Birmingham",""
2012,"","London Rd","London Rd",""
2012,"","M42","M42",""
2012,"","Mc Donalds High St Solihull","Mc Donalds High St Solihull",""
2012,"","Mell Square","mell square",""
2012,"","Mortons  Dickens Heath  Solihull","Mortons, Dickens heath, Solihull",""
2012,"","Nec","NEC",""
2012,"","O S Bangor House  Forth Drive  Chelmsley Wood","o/s bangor house, forth drive, chelmsley wood",""
2012,"","O S Hoggs Head Ph  Poplar Rd  Solihull","o/s hoggs head PH, Poplar Rd, Solihull",""
2012,"","O S Hoggs Head Poplar Way Solihull","O/S Hoggs head Poplar Way solihull",""
2012,"","O S Kings High St  Solihull","o/s Kings High St, Solihull",""
2012,"","O S Kings  Solihull","o/s Kings, Solihull",""
2012,"","O S Langley Hall Social Club  Langley Hall Rd  Olton","O/S LANGLEY HALL SOCIAL CLUB, LANGLEY HALL RD, OLTON",""
2012,"","O S Touchwood Centre Poplar Rd Solihull","O/S TOuchwood Centre Poplar Rd Solihull",""
2012,"","Olton Railway Station","Olton Railway Station",""
2012,"","Olton Tavern","Olton Tavern",""
2012,"","Os Assembly Rooms  Poplar Rd  Solihull","OS Assembly Rooms, Poplar Rd, Solihull",""
2012,"","Os Masons Ph  High St Solihull","OS Masons PH, High St Solihull",""
2012,"","Os Solihull Hospital","OS Solihull Hospital",""
2012,"","Os Solihull Hospital","OS Solihull Hospital",""
2012,"","Os Solihull Hospital","OS Solihull Hospital",""
2012,"","Outside The Waterside Bar","Outside the Waterside Bar",""
2012,"","Pine Square Chelsmley Wood","pine square chelsmley wood",""
2012,"","Plume Of Feathers Public House  Stratford Rd  Shirley","Plume of Feathers public house, Stratford Rd, Shirley",""
2012,"","Poplar Ave  Solihull ","Poplar Ave ,Solihull.",""
2012,"","Poplar Rd","Poplar Rd",""
2012,"","Poplar Rd Solihull","poplar rd solihull",""
2012,"","Poplar Rd Solihull Town Cebtre","Poplar Rd Solihull Town Cebtre",""
2012,"","Poplar Rd Solihull Town Centre","Poplar Rd Solihull Town Centre",""
2012,"","Poplar Rd Town Centre Solihull","Poplar Rd Town Centre Solihull",""
2012,"","Poplar Rd  Solihull","poplar rd, solihull",""
2012,"","Poplar Rd","Poplar Rd",""
2012,"","Poplar Rd","Poplar Rd",""
2012,"","Poplar Rd","Poplar Rd",""
2012,"","Poplar Rd","Poplar Rd",""
2012,"","Poplar Rd","Poplar Rd",""
2012,"","Poplar Rd","Poplar Rd",""
2012,"","Poplar Rd Solihull","Poplar Rd Solihull",""
2012,"","Poplar Rd Solihull","poplar road solihull",""
2012,"","Poplar Rd Solihull","poplar road solihull",""
2012,"","Poplar Rd  Solihull","Poplar Rd, Solihull",""
2012,"","Poplar Rd  Solihull","Poplar Rd, Solihull",""
2012,"","Poplar Rd  Solihull","Poplar Rd, Solihull",""
2012,"","Poplar Rd  Solihull","Poplar Rd, Solihull",""
2012,"","Poplar Way ","poplar way.",""
2012,"","Ppoplar Rd","Ppoplar road",""
2012,"","Premier Inn  Stratford Rd","premier inn, stratford road",""
2012,"","Radlow Crescent  Marston Green","Radlow Crescent, Marston Green",""
2012,"","Ramada Hotel","ramada hotel",""
2012,"","Rover Drive","rover drive",""
2012,"","Rover Drive","rover drive",""
2012,"","Saddlers Arms","Saddlers Arms",""
2012,"","Shirral Grove","Shirral Grove",""
2012,"","Solihull High St","solihull high street",""
2012,"","Solihull High St","Solihull High St",""
2012,"","Solihull Town Centre","Solihull Town centre",""
2012,"","Solihull Town Centre","solihull town centre",""
2012,"","Solihull Town Centre","Solihull Town Centre",""
2012,"","Solihull Town Centre","Solihull Town Centre",""
2012,"","Station Rd Solihull","Station Rd Solihull",""
2012,"","Station Rd","Station Rd",""
2012,"","Station Rd","Station Rd",""
2012,"","Station Rd Solihull","Station road Solihull",""
2012,"","Station Rd  Solihull ","Station Rd, Solihull.",""
2012,"","Stratford Rd","Stratford Rd",""
2012,"","Stratford Rd Shirley","Stratford Rd Shirley",""
2012,"","The Bear At Berkswell","The bear at Berkswell",""
2012,"","The Cresent Solihull","The Cresent Solihull",""
2012,"","The Radleys","The Radleys",""
2012,"","Three Horseshoes  Sheldon","Three Horseshoes, Sheldon",""
2012,"","Touchwood Centre","Touchwood Centre",""
2012,"","Warwick Rd","Warwick Rd",""
2012,"","Warwick Rd Olton","Warwick Rd Olton",""
2012,"","Warwick Rd Solihull","warwick road solihull",""
2012,"","Widney Ln  Blossomfield Tennis Club","Widney Ln/ Blossomfield tennis club",""
2012,"Sandwell","Abraham Darby Public House","Abraham Darby Public House",""
2012,"","All Saints Way  West Bromwich","All Saints Way, West bromwich",""
2012,"","Arcadian        Birmingham","arcadian Â‰Ã›Âê birmingham",""
2012,"","Arcadian        Birmingham","arcadian Â‰Ã›Âê birmingham",""
2012,"","Asda Great Bridge","asda great bridge",""
2012,"","Bearwood High St","bearwood High St",""
2012,"","Bearwood High St","Bearwood high street",""
2012,"","Bearwood High St","Bearwood High St",""
2012,"","Bearwood Rd","Bearwood rd",""
2012,"","Bearwood Rd","Bearwood road",""
2012,"","Bearwood Rd","Bearwood Rd",""
2012,"","Bet Fred  Duchess Park  West Bromwich","Bet Fred, Duchess Park, West Bromwich",""
2012,"","Betfred  West Bromwich","BetFred, West Bromwich",""
2012,"","Bham St Stourbridge","Bham street stourbridge",""
2012,"","Birch Rd  Oldbury","Birch Rd, Oldbury",""
2012,"","Blackheath Housing Office","Blackheath housing office",""
2012,"","Bourne Ave  Tipton","Bourne Ave, Tipton",""
2012,"","Bridge St","bridge st",""
2012,"","Bridgnorth Rd","Bridgnorth Rd",""
2012,"","Brook St","Brook ST",""
2012,"","Burntree","Burntree",""
2012,"","Cape Hill","cape hill",""
2012,"","Carters Green  West Bromwich","Carters Green, West Bromwich",""
2012,"","Carters Green  West Bromwich","Carters Green, West Bromwich",""
2012,"","Carters Green  West Bromwich","Carters Green, West Bromwich",""
2012,"","Causeway Rowley","Causeway Rowley",""
2012,"","Chapel St  Oldbury","Chapel St, Oldbury",""
2012,"","Chip Shop  Great Bridge Tipton","Chip shop, great bridge tipton",""
2012,"","Church St Old Hill","Church St Old Hill",""
2012,"","Church St Oldbury","Church street Oldbury",""
2012,"","Church St  Oldbury","Church street, oldbury",""
2012,"","Clairmint Rd Smethwick","clairmint road smethwick",""
2012,"","Claremont Rd Smethwick","Claremont Rd Smethwick",""
2012,"","Clifford Rd","clifford road",""
2012,"","Collins St  West Bromwich","Collins St, West Bromwich",""
2012,"","Collins St  West Bromwich","Collins St, West Bromwich",""
2012,"","Cumberland Rd Wednesbury","Cumberland Rd Wednesbury",""
2012,"","Delville Terrace","Delville Terrace",""
2012,"","Desi Marsla West Bromwich","Desi Marsla West Bromwich",""
2012,"","Dilshad Restaurant Oldbury Rd Blackheath","Dilshad Restaurant Oldbury Rd Blackheath",""
2012,"","Dudley Rd","Dudley Rd",""
2012,"","Dudley Rd East","dudley road east",""
2012,"","Dudley Rd East Tividale","Dudley Rd East Tividale",""
2012,"","Edward St  West Bromwich","Edward St, West Bromwich",""
2012,"","Elm Tree Way  Cradley Heath","Elm Tree Way, Cradley Heath",""
2012,"","Forge Ln","Forge Ln",""
2012,"","Front Office Smethwick","Front Office Smethwick",""
2012,"","Grange Rd Cradley","grange Rd Cradley",""
2012,"","Gregory Ave  Weoley Castle","gregory avenue, Weoley Castle",""
2012,"","H A","H/A",""
2012,"","Habberly Rd","Habberly Rd",""
2012,"","Hagley Rd West","Hagley Rd West",""
2012,"","Haig St","Haig St",""
2012,"","Halesowen Rd  Cradley","halesowen Rd, Cradley",""
2012,"","Hannover Rd","HANNOVER ROAD",""
2012,"","Hanover Rd  Rowley Regis","Hanover Rd, Rowley regis",""
2012,"","Harborne Stores Harborne","Harborne Stores Harborne",""
2012,"","Harborne Stores Harborne","Harborne Stores Harborne",""
2012,"","Hargate Arms Public House","Hargate Arms Public House",""
2012,"","Hasbury Ph  Halesowen","Hasbury PH, Halesowen",""
2012,"","Hasbury Ph  Halesowen","Hasbury PH, Halesowen",""
2012,"","Hasbury Ph  Halesowen","Hasbury PH, Halesowen",""
2012,"","Henderson Way","HENDERSON WAY",""
2012,"","Hermit St","HERMIT STREET",""
2012,"","High St Smethwick","high st smethwick",""
2012,"","High St Wb","high st WB",""
2012,"","High St West Brom","HIGH ST WEST BROM",""
2012,"","High St West Bromwich","high st west bromwich",""
2012,"","High St Smethwick","High St Smethwick",""
2012,"","High St Wednesbury","high street wednesbury",""
2012,"","High St West Bromwich","High St West Bromwich",""
2012,"","High St Wollaston ","High St Wollaston.",""
2012,"","High St  Smethwick","High St, Smethwick",""
2012,"","High St  Smethwick","High St, Smethwick",""
2012,"","High St  Wednesbury","High St, Wednesbury",""
2012,"","High St  West Bromwich","High St, West Bromwich",""
2012,"","High St  West Bromwich","High St, West Bromwich",""
2012,"","High St  West Bromwich","High St, West Bromwich",""
2012,"","High St  West Bromwich","High St, West Bromwich",""
2012,"","High St  West Bromwich ","High St, West Bromwich.",""
2012,"","High Stm West Brom","High Stm West Brom",""
2012,"","Hill Top  West Bromwich","Hill Top, West Bromwich",""
2012,"","Holiday Inn Oldbury","Holiday Inn Oldbury",""
2012,"","Holiday Inn Oldbury","Holiday Inn Oldbury",""
2012,"","Holly Ln","Holly lane",""
2012,"","Horseley Heath","Horseley Heath",""
2012,"","Horsley Heath Rd","horsley heath road",""
2012,"","Johnson Rd","Johnson Rd",""
2012,"","King St Dudley","King street Dudley",""
2012,"","Knights Quest Blackheath","Knights Quest Blackheath",""
2012,"","Lakeside Ph Car Park","lakeside PH car park",""
2012,"","Littleton St West Bromwich","Littleton St West Bromwich",""
2012,"","Londonderry Ln","londonderry lane",""
2012,"","Londonderry Rd","londonderry rd",""
2012,"","Long Ln","Long Ln",""
2012,"","Mallen St   Oldbury","Mallen St , Oldbury",""
2012,"","Market Place  Dudley","Market Place, Dudley",""
2012,"","Mcdonalds Great Bridge","Mcdonalds Great Bridge",""
2012,"","Mill Hill Smethwick","Mill Hill Smethwick",""
2012,"","Millfields Rd","MILLFIELDS ROAD",""
2012,"","Moor St","Moor St",""
2012,"","Moore St","Moore St",""
2012,"","Newton Rd  Great Barr","Newton Rd, Great Barr",""
2012,"","Nimth Rd  Dudley","Nimth Rd, Dudley",""
2012,"","Nimth Rd  Dudley","Nimth Rd, Dudley",""
2012,"","Nimth Rd  Dudley","Nimth Rd, Dudley",""
2012,"","Nimth Rd  Dudley","Nimth Rd, Dudley",""
2012,"","Nimth Rd  Dudley","Nimth Rd, Dudley",""
2012,"","Nimth Rd  Dudley","Nimth Rd, Dudley",""
2012,"","Nimth Rd  Dudley","Nimth Rd, Dudley",""
2012,"","Nimth Rd  Dudley","Nimth Rd, Dudley",""
2012,"","Nimth Rd  Dudley","Nimth Rd, Dudley",""
2012,"","Nimth Rd  Dudley","Nimth Rd, Dudley",""
2012,"","Nimth Rd  Dudley","Nimth Rd, Dudley",""
2012,"","O S Hotel Denara   Bearwood","O/S Hotel Denara,  Bearwood",""
2012,"","Old Chapel Rd","Old chapel rd",""
2012,"","Oldbury Rd","Oldbury Rd",""
2012,"","Oldbury Rd Oldbury","Oldbury Rd Oldbury",""
2012,"","Peaks Rd","Peaks Rd",""
2012,"","Pound Rd  Oldbury","Pound Rd, Oldbury",""
2012,"","Pound Rd  Oldbury","Pound Rd, Oldbury",""
2012,"","Powke Ln  Oldbury","powke Ln, Oldbury",""
2012,"","Powys Ave","Powys ave",""
2012,"","Pritchard Close","Pritchard Close",""
2012,"","Queens Rd  Smethwick","Queens Rd, Smethwick",""
2012,"","Ragland Rd  Smethwick","Ragland Rd, Smethwick",""
2012,"","Reform Way","Reform Way",""
2012,"","Regent Court Smethwick","Regent Court Smethwick",""
2012,"","Regent Rd  Tividale","Regent Rd, Tividale",""
2012,"","Rolf St Station","rolf street station",""
2012,"","Royal Chicken  Horsley Heath","Royal Chicken, Horsley Heath",""
2012,"","Samson And Lion Pub","Samson and Lion Pub",""
2012,"","Sandwell Hospital","sandwell hospital",""
2012,"","School St","School St",""
2012,"","School St","school street",""
2012,"","Sedgley Rd West","sedgley road west",""
2012,"","Sedgley Rd West","sedgley road west",""
2012,"","Shaftsbury St","shaftsbury street",""
