"Year","Area","Street","Street.2"
2012,"Birmingham","Morrisons  Rubery","Morrisons, Rubery"
2012,"Birmingham","Navigation Pub  Kings Norton","Navigation Pub, Kings Norton"
2012,"Birmingham","Newbury Ln",""
2012,"Birmingham","Norhtfield High St","norhtfield high street"
2012,"Birmingham","Northfield Rd  Northfield","Northfield Rd, Northfield"
2012,"Birmingham","Outside Goose Public House  Bristol Rd  Selly Oak","Outside Goose Public house, Bristol Rd, Selly Oak"
2012,"Birmingham","Park Way Rubery",""
2012,"Birmingham","Parkdale Drive","parkdale drive"
2012,"Birmingham","Payne St",""
2012,"Birmingham","Pershore Rd","pershore road"
2012,"Birmingham","Pershore Rd",""
2012,"Birmingham","Pershore Rd","pershore road"
2012,"Birmingham","Pershore Rd","pershore road"
2012,"Birmingham","Pershore Rd Cotteridge","pershore road cotteridge"
2012,"Birmingham","Pershore Rd South","pershore road south"
2012,"Birmingham","Piddock Rd",""
2012,"Birmingham","Piddock Rd Smethwick",""
2012,"Birmingham","Piddock Rd Smethwick",""
2012,"Birmingham","Piddock Rd Smethwick",""
2012,"Birmingham","Pineapple Rd",""
2012,"Birmingham","Premier Inn  Great Park","Premier Inn, Great Park"
2012,"Birmingham","Priory Rd","priory road"
2012,"Birmingham","Q E A And E Metchley Park Rd","Q E A and E Metchley park Rd"
2012,"Birmingham","Qe Hospital","QE Hospital"
2012,"Birmingham","Queen Elizabeth Hospital","queen elizabeth hospital"
2012,"Birmingham","Queen Elizabeth Hospital","queen elizabeth hospital"
2012,"Birmingham","Quinton Rd","quinton road"
2012,"Birmingham","Ridgeacre Rd",""
2012,"Birmingham","Ridgeacre Rd",""
2012,"Birmingham","Safernake Close","safernake close"
2012,"Birmingham","Sandon Rd","sandon road"
2012,"Birmingham","Sandon Rd  Edgbaston","Sandon Rd, Edgbaston"
2012,"Birmingham","Selly Oak Railway Station",""
2012,"Birmingham","Selly Oak Railway Station","Selly Oak railway station"
2012,"Birmingham","Shannon Rd","shannon road"
2012,"Birmingham","Shenly Ln",""
2012,"Birmingham","Sir Herbert Austin Way","sir herbert austin way"
2012,"Birmingham","Smithy Hotel  Hagley Rd","smithy hotel, hagley road"
2012,"Birmingham","Solihull High St",""
2012,"Birmingham","St Mary S Hospice","St Mary's Hospice"
2012,"Birmingham","Stonehouse Ln",""
2012,"Birmingham","Stonehouse Public House","stonehouse public house"
2012,"Birmingham","Stratford Rd","stratford road"
2012,"Birmingham","The Fold","the fold"
2012,"Birmingham","The Navigation Public House  Kings Norton","The Navigation Public House, Kings Norton"
2012,"Birmingham","Tiverton Rd","tiverton road"
2012,"Birmingham","Trittiford Rd","trittiford road"
2012,"Birmingham","University Birmingham","university birmingham"
2012,"Birmingham","Victoria Steet Small Heath","victoria steet small heath"
2012,"Birmingham","Wareham Rd","wareham road"
2012,"Birmingham","Warwick Crest","warwick crest"
2012,"Birmingham","Watford Rd Coteridge","watford road coteridge"
2012,"Birmingham","Wellington Rd","wellington road"
2012,"Birmingham","Wellington Rd","wellington road"
2012,"Birmingham","Wellington Rd","wellington road"
2012,"Birmingham","West Boulevard",""
2012,"Birmingham","West Cliff Place",""
2012,"Birmingham","White Horse Public House","white horse public house"
2012,"Birmingham","Willetts Rd  Turves Green","Willetts Rd, turves Green"
2012,"Birmingham","Woodthrop Rd","woodthrop road"
2012,"Birmingham","Worlds End Ln  Quinton","Worlds End Ln, Quinton"
2012,"Birmingham","Wychal Ln","wychal lane"
2012,"Birmingham","Wychal Ln","wychal lane"
2012,"Birmingham","Wychal Ln","wychal lane"
2012,"Birmingham","Wychall Rd  Kings Norton","Wychall Rd, Kings Norton"
2012,"Birmingham","Ymca Stone Rd","YMCA Stone Rd"
2012,"Birmingham","York Ph York Rd","York PH york road"
2012,"Birmingham","A38 Expressway  Birmingham","A38 Expressway, Birmingham"
2012,"Birmingham","Aberdeen St Winson Green",""
2012,"Birmingham","Adcadian Centre Ladywell Walk",""
2012,"Birmingham","Alexander Ave",""
2012,"Birmingham","Alley  Way Off Arcadian Palace  Hurst St","Alley  Way off Arcadian Palace, Hurst St"
2012,"Birmingham","Applewood Grove Cradley Heath","applewood Grove cradley heath"
2012,"Birmingham","Arca Bar  City Centre","Arca Bar, City Centre"
2012,"Birmingham","Arcadian",""
2012,"Birmingham","Arcadian",""
2012,"Birmingham","Arcadian",""
2012,"Birmingham","Arcadian",""
2012,"Birmingham","Arcadian",""
2012,"Birmingham","Arcadian",""
2012,"Birmingham","Arcadian",""
2012,"Birmingham","Arcadian Centre",""
2012,"Birmingham","Arcadian Centre",""
2012,"Birmingham","Arcadian Centre","arcadian centre"
2012,"Birmingham","Arcadian Centre",""
2012,"Birmingham","Arcadian Centre",""
2012,"Birmingham","Arcadian Centre","Arcadian centre"
2012,"Birmingham","Arcadian Centre",""
2012,"Birmingham","Arcadian Centre","arcadian centre"
2012,"Birmingham","Arcadian Centre","Arcadian centre"
2012,"Birmingham","Arcadian Centre",""
2012,"Birmingham","Arcadian Centre Ladywell Walk",""
2012,"Birmingham","Arcadian Centre  Birmingham","Arcadian Centre, Birmingham"
2012,"Birmingham","Arcadian Centre  City Centre","Arcadian Centre, City Centre"
2012,"Birmingham","Arcadian Centre  City Centre  Birmingham","Arcadian Centre, City Centre, Birmingham"
2012,"Birmingham","Arcadian Centre City Centre","Arcadian Centre,City centre"
2012,"Birmingham","Arcadian City Centre",""
2012,"Birmingham","Arcadian ","Arcadian,"
2012,"Birmingham","Arcadian  Birmingham","Arcadian, Birmingham"
2012,"Birmingham","Arcadian  Birmingham","Arcadian, Birmingham"
2012,"Birmingham","Arcadian  City Centre","Arcadian, City Centre"
2012,"Birmingham","Arcadian  City Centre","Arcadian, City Centre"
2012,"Birmingham","Arcadian  City Centre","Arcadian, City Centre"
2012,"Birmingham","Arcadian ","Arcadian."
2012,"Birmingham","Arcadian ","Arcadian."
2012,"Birmingham","Arcadian ","Arcadian."
2012,"Birmingham","Arcadian ","Arcadian."
2012,"Birmingham","Arcadian ","Arcadian."
2012,"Birmingham","Arka Bar  Arcadian Bar","Arka Bar, Arcadian Bar"
2012,"Birmingham","Aston Hotel  Witton Ln","Aston Hotel, Witton Ln"
2012,"Birmingham","Aston Police Station","aston police station"
2012,"Birmingham","Aston St  City Centre","Aston St, City Centre"
2012,"Birmingham","Bacchus Rd  Winson Green","BACCHUS ROAD, WINSON GREEN"
2012,"Birmingham","Bar Risa  Broad St  Birmingham","Bar Risa, Broad St, Birmingham"
2012,"Birmingham","Bennetts Hill",""
2012,"Birmingham","Berkeley St  Birmingham","Berkeley St, Birmingham"
2012,"Birmingham","Berkeley St  Birmingham City Centre","Berkeley St, Birmingham City Centre"
2012,"Birmingham","Berkley  St  Birmingham","Berkley  St, Birmingham"
2012,"Birmingham","Bham Central Front Office","Bham Central front office"
2012,"Birmingham","Bierton Rd  Yardley","Bierton Rd, Yardley"
2012,"Birmingham","Birchfield Ln Oldbury",""
2012,"Birmingham","Birkley Rd  City Centre","Birkley Rd, City Centre"
2012,"Birmingham","Birkley St  City Centre","Birkley St, City Centre"
2012,"Birmingham","Birmingham Central Police Station",""
2012,"Birmingham","Birmingham Central Ps","Birmingham Central PS"
2012,"Birmingham","Birmingham Central Ps","Birmingham Central PS"
2012,"Birmingham","Birmingham Hippodrome ","Birmingham Hippodrome."
2012,"Birmingham","Birmingham Magistrates Court",""
2012,"Birmingham","Birmingham New St Station",""
2012,"Birmingham","Birmingham New St Station",""
2012,"Birmingham","Birmingham New St Station",""
2012,"Birmingham","Bishopgate St","bishopgate st"
2012,"Birmingham","Bishopgate St","bishopgate st"
2012,"Birmingham","Bishopgate St",""
2012,"Birmingham","Bliss  Broad St","bliss, broad st"
2012,"Birmingham","Borad St",""
2012,"Birmingham","Borad St",""
2012,"Birmingham","Bordesley Park Rd","bordesley park rd"
2012,"Birmingham","Bp Waterlane Middleway","BP Waterlane middleway"
2012,"Birmingham","Bp Waterlane Middleway","BP Waterlane middleway"
2012,"Birmingham","Bp Waterlane Middleway","BP Waterlane middleway"
2012,"Birmingham","Braod St  Birmingham","Braod St, Birmingham"
2012,"Birmingham","Braod St  City Centre","Braod St, City Centre"
2012,"Birmingham","Brass House  Broad St","Brass House, Broad St"
2012,"Birmingham","Bridge St Junction Broad St","Bridge St junction Broad St"
2012,"Birmingham","Bristol Rd",""
2012,"Birmingham","Bristol St","bristol st"
2012,"Birmingham","Bristol St  City Centre","Bristol St, City Centre"
2012,"Birmingham","Broad  St",""
2012,"Birmingham","Broad City  Birmingham","Broad City, Birmingham"
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St","broad st"
2012,"Birmingham","Broad St","broad st"
2012,"Birmingham","Broad St","broad st"
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St","broad st"
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St","broad st"
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St","broad st"
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St","broad st"
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St","broad st"
2012,"Birmingham","Broad St","broad st"
2012,"Birmingham","Broad St","broad st"
2012,"Birmingham","Broad St","broad st"
2012,"Birmingham","Broad St","broad st"
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St","broad st"
2012,"Birmingham","Broad St","broad st"
2012,"Birmingham","Broad St","broad st"
2012,"Birmingham","Broad St","broad st"
2012,"Birmingham","Broad St","broad st"
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St","broad st"
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St Bham","broad st bham"
2012,"Birmingham","Broad St Birmingham",""
2012,"Birmingham","Broad St City Centre","Broad St City centre"
2012,"Birmingham","Broad St City Centre",""
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  City Centre","broad st, city centre"
2012,"Birmingham","Broad St  City Centre","Broad St, City Centre"
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St","broad street"
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St","broad street"
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St","broad street"
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St","broad street"
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St","broad street"
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St","broad street"
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St","Broad street"
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St","broad street"
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St",""
2012,"Birmingham","Broad St  O S Obar ","Broad St (o/s Obar)"
2012,"Birmingham","Broad St Birmingham","Broad street birmingham"
2012,"Birmingham","Broad St City Centre","Broad St city centre"
2012,"Birmingham","Broad St Near Gatecrashers","Broad St near Gatecrashers"
2012,"Birmingham","Broad St O S Flares","Broad St o/s flares"
2012,"Birmingham","Broad St ","Broad St,"
2012,"Birmingham","Broad St ","Broad St,"
2012,"Birmingham","Broad St ","Broad St,"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","bROAD sTREET, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad St, Birmingham"
2012,"Birmingham","Broad St  Birmingham","Broad street, birmingham"
2012,"Birmingham","Broad St  City Centre","Broad St, City Centre"
2012,"Birmingham","Broad St  City Centre","Broad street, City Centre"
2012,"Birmingham","Broad St  City Centre","Broad St, City Centre"
2012,"Birmingham","Broad St  City Centre","Broad St, City Centre"
2012,"Birmingham","Broad St  City Centre","Broad St, City Centre"
2012,"Birmingham","Broad St  City Centre","Broad St, city centre"
2012,"Birmingham","Broad St  City Centre","Broad St, City Centre"
2012,"Birmingham","Broad St  City Centre","Broad St, City Centre"
2012,"Birmingham","Broad St  City Centre","Broad St, City Centre"
2012,"Birmingham","Broad St  City Centre","Broad St, City Centre"
2012,"Birmingham","Broad St  City Centre","BrOAD St, City Centre"
2012,"Birmingham","Broad St  City Centre","Broad St, City Centre"
2012,"Birmingham","Broad St  City Centre","Broad St, City Centre"
2012,"Birmingham","Broad St  City Centre","Broad St, City Centre"
2012,"Birmingham","Broad St  City Centre","Broad St, City centre"
2012,"Birmingham","Broad St  City Centre","Broad St, City centre"
2012,"Birmingham","Broad St  City Centre","Broad St, City centre"
2012,"Birmingham","Broad St  City Centre","Broad St, City centre"
2012,"Birmingham","Broad St  City Centre","Broad St, City centre"
2012,"Birmingham","Broad St  City Centre","Broad St, City centre"
2012,"Birmingham","Broad St  City Centre","Broad St, City Centre"
2012,"Birmingham","Broad St  City Centre","Broad St, City centre"
2012,"Birmingham","Broad St  City Centre  Birmingham","Broad St, City Centre, Birmingham"
2012,"Birmingham","Broad St  City Centre ","Broad St, City Centre."
2012,"Birmingham","Broad St  O S Big Bites","Broad St, o/s Big Bites"
2012,"Birmingham","Broad St City Centre","Broad St,city centre"
2012,"Birmingham","Bromsgrove St",""
2012,"Birmingham","Bromsgrove St  Birmingham","Bromsgrove St, Birmingham"
2012,"Birmingham","Bromsgrove St  City Centre","Bromsgrove St, City Centre"
2012,"Birmingham","Bull Ring",""
2012,"Birmingham","Canalside  Ramada  Mailbox","Canalside, Ramada  Mailbox"
2012,"Birmingham","Carrs Ln City Centre",""
2012,"Birmingham","Carrs Ln  Birmingham","Carrs Ln, BirminghaM"
2012,"Birmingham","Carrs Ln  City Centre ","Carrs Ln, City Centre."
2012,"Birmingham","Carrs Ln  City Centre ","Carrs Ln, City Centre."
2012,"Birmingham","Carrs Ln  City Centre ","Carrs Ln, City Centre."
2012,"Birmingham","Carrs Ln  City Centre ","Carrs Ln, City Centre."
2012,"Birmingham","Carrs Ln  City Centre ","Carrs Ln, City Centre."
2012,"Birmingham","Carrs Ln  City Centre ","Carrs Ln, City Centre."
2012,"Birmingham","Carrs Ln  City Centre ","Carrs Ln, City Centre."
2012,"Birmingham","Carrs Ln  City Centre ","Carrs Ln, City Centre."
2012,"Birmingham","Chamberlain Square  Birmingham","Chamberlain Square, Birmingham"
2012,"Birmingham","Chamberlain Square  Birmingham","Chamberlain Square, Birmingham"
2012,"Birmingham","Chamberlain Square  Birmingham","Chamberlain Square, Birmingham"
2012,"Birmingham","Chamberlain Square  City Centre","Chamberlain Square, City Centre"
2012,"Birmingham","Churchill Rd","Churchill road"
2012,"Birmingham","City Hospital","city hospital"
2012,"Birmingham","City Hospital",""
2012,"Birmingham","City Hospital  Birmingham","City Hospital, Birmingham"
2012,"Birmingham","City Hospital  Birmingham","City Hospital, Birmingham"
2012,"Birmingham","City Hospital  Birmingham","City Hospital, Birmingham"
2012,"Birmingham","City Hospital  Dudley Rd","City Hospital, Dudley Rd"
2012,"Birmingham","City Hospital Dudley Rd","City Hospital,Dudley Rd"
2012,"Birmingham","Colmore Row",""
2012,"Birmingham","Colmore Row  City Centre","Colmore Row, City Centre"
2012,"Birmingham","Constitution Hill","Constitution hill"
2012,"Birmingham","Coopers Rd  Handsworth","Coopers Rd, Handsworth"
2012,"Birmingham","Corporation St",""
2012,"Birmingham","Corporation St",""
2012,"Birmingham","Coxwell Rd  Ladywood","Coxwell Rd, Ladywood"
2012,"Birmingham","Dale End",""
2012,"Birmingham","Dale End",""
2012,"Birmingham","Dale End  City Centre","Dale End, City Centre"
2012,"Birmingham","Digbeth Coach Station",""
2012,"Birmingham","Digbeth Coach Station",""
2012,"Birmingham","Digbeth Coach Station  City Centre","Digbeth Coach Station, City centre"
2012,"Birmingham","Digbeth Coach Station  City Centre","Digbeth Coach Station, City centre"
2012,"Birmingham","Digbeth High St",""
2012,"Birmingham","Digbeth High St","Digbeth High st"
2012,"Birmingham","Digbeth High St","digbeth high st"
2012,"Birmingham","Digbeth High St",""
2012,"Birmingham","Digbeth High St",""
2012,"Birmingham","Digbeth High St",""
